Experiment,Version,Epoch,Train Loss,Validation Loss,Train IoU,Validation IoU,Train Accuracy,Validation Accuracy
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,5,0.40106695115566254,0.4891714370846748,0.31091827154159546,0.4293563663959503,0.8029712438583374,0.7746530175209045
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,13,0.36132059663534166,0.34904711216688156,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,16,0.20772361560754504,0.21809477325142024,0.743864893913269,0.7367444038391113,0.912174642086029,0.9087598919868469
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,14,0.36120554208755495,0.35849629253149035,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,6,0.3948370226621628,0.393064070045948,0.32271045446395874,0.4440351128578186,0.8062100410461426,0.8143308758735657
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,15,0.36067685261368754,0.38140717580914496,4.824829829885857e-06,0.0,0.8478028178215027,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,16,0.3589235347509384,0.36804624751210213,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,17,0.3558491243422031,0.37065193355083464,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,7,0.39418461006879807,0.3711102081537247,0.32271090149879456,0.44773605465888977,0.8062728047370911,0.8271334171295166
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,18,0.3579784043133259,0.3637294533848763,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,19,0.3551208533346653,0.3606357458233833,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,8,0.39315411406755446,0.4041304908394813,0.3208181858062744,0.41702571511268616,0.8064159750938416,0.8138739466667175
UNET_binary_grayscale_tiles,UNET_binary_grayscale_tiles_1704600440.442193,20,0.3540651126205921,0.3623148238658905,0.0,0.0,0.8478021025657654,0.8537709712982178
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,9,0.3856538527607918,0.3796281027793884,0.3327476978302002,0.4433605670928955,0.8095609545707703,0.8244600892066956
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,10,0.21235819383925392,0.22179985359035548,0.7384955883026123,0.6823731064796448,0.9104056358337402,0.8944457173347473
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,10,0.3823913015127182,0.37068032431602477,0.3446092903614044,0.45912498235702515,0.813054084777832,0.8279758095741272
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,17,0.2052293656294456,0.22396590103889427,0.7477349042892456,0.7365977168083191,0.9135496020317078,0.9077659249305725
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,11,0.37907549560070036,0.3786363814473152,0.3521086573600769,0.45501673221588135,0.8155770897865295,0.8255425691604614
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,12,0.3798990685343742,0.4550876748561859,0.35409486293792725,0.3444834351539612,0.8151653409004211,0.7923619151115417
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,13,0.37738230895996094,0.3934297429919243,0.3501189947128296,0.4496619701385498,0.8145785927772522,0.8197263479232788
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,14,0.37323814105987546,0.3604891107082367,0.3623589277267456,0.4497651159763336,0.8172828555107117,0.8296344876289368
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,11,0.2070269065501427,0.24608809153309588,0.7444283962249756,0.6270666718482971,0.9125116467475891,0.8775116205215454
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,15,0.37072853052616117,0.36270409196615216,0.36672645807266235,0.4599333107471466,0.8186529874801636,0.8294203281402588
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,18,0.2019243211323044,0.2204644158270586,0.7519431710243225,0.7540351748466492,0.9150310754776001,0.9128212928771973
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,16,0.3682582696676254,0.3952354884147644,0.37252911925315857,0.44739317893981934,0.8199873566627502,0.8132673501968384
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,17,0.36984148544073103,0.3540259854197502,0.36640989780426025,0.4638267159461975,0.8185884952545166,0.8372275233268738
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,18,0.36455880671739577,0.37877340871095655,0.38226181268692017,0.4674038589000702,0.8226888179779053,0.8253048658370972
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,12,0.2034997113950524,0.23944864526475815,0.7489619851112366,0.6293753385543823,0.9141812920570374,0.8787628412246704
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,19,0.3601227695345879,0.344818472802639,0.39255034923553467,0.4886341392993927,0.8253282904624939,0.8427222967147827
UNET_binary_grayscale_mozaik,UNET_binary_grayscale_mozaik_1704600437.00473,20,0.35574527180194854,0.34477506718039513,0.4000388979911804,0.4952838122844696,0.8270463943481445,0.8428336381912231
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,19,0.19955990833107687,0.21490162120837913,0.7549322843551636,0.7581135034561157,0.9161019921302795,0.9145906567573547
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,13,0.1988078448510467,0.2406570216373224,0.7546718120574951,0.6264106035232544,0.9162158966064453,0.8781000971794128
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704597135.202978,20,0.19730621245407973,0.21379673931413828,0.7572900652885437,0.759765625,0.9169602990150452,0.9151020050048828
UNET_binary_grayscale_grass,UNET_binary_grayscale_grass_1704598639.714935,14,0.19589629275094572,0.2356446962194202,0.75772625207901,0.636583685874939,0.9173231720924377,0.88137286901474
